rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
49,Detective Conan: Black Iron Submarine,"$106,771,806",-,-,"$106,771,806",100%
50,The Creator,"$104,272,136","$40,774,679",39.1%,"$63,497,457",60.9%
51,12.12: The Day,"$97,476,565",-,-,"$97,476,565",100%
52,Animal,"$92,870,227","$15,004,482",16.2%,"$77,865,745",83.8%
53,Talk to Me,"$92,181,735","$48,299,436",52.4%,"$43,882,299",47.6%
54,Air,"$90,060,106","$52,460,106",58.3%,"$37,600,000",41.7%
55,Cocaine Bear,"$88,314,672","$64,670,240",73.2%,"$23,644,432",26.8%
56,No Hard Feelings,"$87,256,407","$50,452,282",57.8%,"$36,804,125",42.2%
57,The Roundup: No Way Out,"$83,410,298","$909,411",1.1%,"$82,500,887",98.9%
58,The Pope's Exorcist,"$76,987,621","$20,009,380",26%,"$56,978,241",74%
59,Plane,"$74,515,586","$32,111,181",43.1%,"$42,404,405",56.9%
60,Titanic 25 Year Anniversary,"$70,157,472","$15,033,795",21.4%,"$55,123,677",78.6%
61,The Color Purple,"$67,519,191","$60,619,191",89.8%,"$6,900,000",10.2%
62,The Boogeyman,"$67,307,243","$43,244,282",64.2%,"$24,062,961",35.8%
63,65,"$60,730,568","$32,062,904",52.8%,"$28,667,664",47.2%
64,Spy x Family Code: White,"$59,629,242","$8,110,042",13.6%,"$51,519,200",86.4%
65,Magic Mike's Last Dance,"$57,105,156","$26,005,156",45.5%,"$31,100,000",54.5%
66,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"$56,319,794","$10,117,806",18%,"$46,201,988",82%
67,One Life,"$55,829,061","$5,716,885",10.2%,"$50,112,176",89.8%
68,The Boys in the Boat,"$55,501,365","$52,641,306",94.8%,"$2,860,059",5.2%
69,Knock at the Cabin,"$54,760,947","$35,397,980",64.6%,"$19,362,967",35.4%
70,Mummies,"$54,475,970","$4,275,970",7.8%,"$50,200,000",92.2%
71,Jesus Revolution,"$54,295,801","$52,102,987",96%,"$2,192,814",4%
72,Asteroid City,"$53,857,743","$28,153,025",52.3%,"$25,704,718",47.7%
73,The Zone of Interest,"$52,395,898","$8,659,464",16.5%,"$43,736,434",83.5%
74,Operation Fortune: Ruse de Guerre,"$48,983,306","$6,496,125",13.3%,"$42,487,181",86.7%
75,Missing,"$48,767,848","$32,502,025",66.6%,"$16,265,823",33.4%
76,There's Still Tomorrow,"$48,491,922",-,-,"$48,491,922",100%
77,Thanksgiving,"$46,553,280","$31,908,884",68.5%,"$14,644,396",31.5%
78,Asterix & Obelix: The Middle Kingdom,"$46,497,678",-,-,"$46,497,678",100%
79,Ruby Gillman: Teenage Kraken,"$45,657,745","$15,753,600",34.5%,"$29,904,145",65.5%
80,The Holdovers,"$45,335,354","$20,355,375",44.9%,"$24,979,979",55.1%
81,The Iron Claw,"$45,202,541","$35,070,296",77.6%,"$10,132,245",22.4%
82,Son of a Rich 2,"$44,718,015",-,-,"$44,718,015",100%
83,Renaissance: A Film by Beyoncé,"$43,989,684","$33,889,684",77%,"$10,100,000",23%
84,Ferrari,"$43,337,272","$18,550,028",42.8%,"$24,787,244",57.2%
85,Past Lives,"$42,540,529","$11,185,625",26.3%,"$31,354,904",73.7%
86,80 for Brady,"$40,362,938","$39,330,588",97.4%,"$1,032,350",2.6%
87,"Miraculous: Ladybug & Cat Noir, the Movie","$40,214,007",-,-,"$40,214,007",100%
88,My Big Fat Greek Wedding 3,"$38,831,076","$28,496,030",73.4%,"$10,335,046",26.6%
89,The Expendables 4,"$37,917,985","$16,710,153",44.1%,"$21,207,832",55.9%
90,Doraemon the Movie: Nobita's Sky Utopia,"$37,475,850",-,-,"$37,475,850",100%
91,Smugglers,"$36,851,831",-,-,"$36,851,831",100%
92,Kingdom 3,"$36,259,522",-,-,"$36,259,522",100%
93,Ride On,"$36,258,730","$128,950",0.4%,"$36,129,780",99.6%
94,Strays,"$36,071,267","$23,988,885",66.5%,"$12,082,382",33.5%
95,Anatomy of a Fall,"$35,871,509","$5,076,369",14.2%,"$30,795,140",85.8%
96,The Bremen Town Musicians,"$34,596,570",-,-,"$34,596,570",100%
97,Noryang: Deadly Sea,"$34,210,966","$315,245",0.9%,"$33,895,721",99.1%
98,Alibi.com 2,"$34,114,308",-,-,"$34,114,308",100%
99,Priscilla,"$33,098,936","$20,960,939",63.3%,"$12,137,997",36.7%
100,Don't Call it Mystery: The Movie,"$32,488,540",-,-,"$32,488,540",100%
101,The Three Musketeers - Part I: D'Artagnan,"$32,268,503",-,-,"$32,268,503",100%
102,Tokyo MER,"$30,239,900",-,-,"$30,239,900",100%
103,Concrete Utopia,"$30,077,348",-,-,"$30,077,348",100%
104,BTS: Yet to Come in Cinemas,"$29,291,883","$8,093,270",27.6%,"$21,198,613",72.4%
105,Book Club: The Next Chapter,"$29,014,500","$17,581,565",60.6%,"$11,432,935",39.4%
106,I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),"$28,933,626",-,-,"$28,933,626",100%
107,Jawan,"$28,499,044","$15,198,530",53.3%,"$13,300,514",46.7%
108,The Wish of the Fairy Fish,"$28,218,581",-,-,"$28,218,581",100%
109,Toy Story 2023 Re-release,"$27,503,758",-,-,"$27,503,758",100%
110,Renfield,"$26,493,921","$17,297,895",65.3%,"$9,196,026",34.7%
111,Perfect Days,"$25,880,846","$3,766,668",14.6%,"$22,114,178",85.4%
112,Gravity 2023 Re-release (10th Anniversary),"$24,981,634",-,-,"$24,981,634",100%
113,Frozen 2023 Re-release (Sing -A-Long),"$24,395,877",-,-,"$24,395,877",100%
114,Shin Jigen! Crayon Shin-chan the Movie,"$23,655,553",-,-,"$23,655,553",100%
115,The Challenge,"$23,219,519",-,-,"$23,219,519",100%
116,American Fiction,"$22,483,370","$21,098,470",93.8%,"$1,384,900",6.2%
117,The Three Musketeers - Part II: Milady,"$22,048,606",-,-,"$22,048,606",100%
118,The Last Voyage of the Demeter,"$21,786,275","$13,637,180",62.6%,"$8,149,095",37.4%
119,Radical,"$21,769,974","$8,702,731",40%,"$13,067,243",60%
120,Guy Ritchie's the Covenant,"$21,632,392","$16,938,039",78.3%,"$4,694,353",21.7%
121,"Are You There God? It's Me, Margaret.","$21,464,043","$20,372,406",94.9%,"$1,091,637",5.1%
122,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"$21,112,012",-,-,"$21,112,012",100%
123,Saltburn,"$21,026,167","$11,425,829",54.3%,"$9,600,338",45.7%
124,Dumb Money,"$20,703,794","$13,925,356",67.3%,"$6,761,614",32.7%
125,All of Us Strangers,"$20,226,058","$4,050,103",20%,"$16,175,955",80%
126,My Happy Marriage,"$19,506,407",-,-,"$19,506,407",100%
127,The House of No Man,"$19,490,980",-,-,"$19,490,980",100%
128,Champions,"$19,159,065","$16,397,335",85.6%,"$2,761,730",14.4%
129,Retribution,"$18,685,751","$6,937,696",37.1%,"$11,748,055",62.9%
130,Next Goal Wins,"$18,648,802","$6,713,826",36%,"$11,934,976",64%
131,Love Reset,"$18,425,590",-,-,"$18,425,590",100%
132,The Blackening,"$18,169,453","$17,707,207",97.5%,"$462,246",2.5%
133,About My Father,"$18,167,819","$12,089,391",66.5%,"$6,078,428",33.5%
134,The Birth of Kitaro: Mystery of GeGeGe,"$18,136,207",-,-,"$18,136,207",100%
135,Mavka: The Forest Song,"$17,895,743",-,-,"$17,895,743",100%
136,The Blind,"$17,265,487","$17,265,487",100%,-,-
137,Tokyo Revengers 2: Bloody Halloween - Destiny,"$17,216,567",-,-,"$17,216,567",100%
138,Hypnotic,"$16,281,937","$4,500,169",27.6%,"$11,781,768",72.4%
139,The Legend & Butterfly,"$16,087,771",-,-,"$16,087,771",100%
140,Die drei ??? - Erbe des Drachen,"$15,860,016",-,-,"$15,860,016",100%
141,Shin Kamen Rider,"$15,835,414",-,-,"$15,835,414",100%
142,Joy Ride,"$15,787,674","$12,897,789",81.7%,"$2,889,885",18.3%
143,Dunki,"$15,473,051","$7,460,159",48.2%,"$8,012,892",51.8%
144,Only 3 Days Left,"$15,150,028",-,-,"$15,150,028",100%
145,Tonde Saitama: Biwako Yori Ai o Komete,"$15,107,891",-,-,"$15,107,891",100%
146,Open Season,"$15,023,063",-,-,"$15,023,063",100%
147,A Guilty Conscience,"$14,911,562",-,-,"$14,911,562",100%
148,Epic Tails,"$14,876,827","$355,088",2.4%,"$14,521,739",97.6%
149,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,"$14,584,970",-,-,"$14,584,970",100%
150,Dr. Cheon and Lost Talisman,"$14,574,445","$84,362",0.6%,"$14,490,083",99.4%
151,Sisu,"$14,281,199","$7,265,622",50.9%,"$7,015,577",49.1%
152,Jeanne du Barry,"$14,202,550",-,-,"$14,202,550",100%
153,Rehragout-Rendezvous,"$14,127,069",-,-,"$14,127,069",100%
154,A Moroccan Affair,"$14,075,140",-,-,"$14,075,140",100%
155,His Only Son,"$13,817,186","$12,392,740",89.7%,"$1,424,446",10.3%
156,The Point Men,"$13,433,834",-,-,"$13,433,834",100%
157,Dream Scenario,"$13,201,601","$5,742,193",43.5%,"$7,459,408",56.5%
158,"Manta, Manta: Legacy","$13,078,126",-,-,"$13,078,126",100%
159,Three heroes and the Navel of the Earth,"$13,028,535",-,-,"$13,028,535",100%
160,Bottoms,"$12,976,079","$12,036,071",92.8%,"$940,008",7.2%
161,Championext,"$12,877,645",-,-,"$12,877,645",100%
162,Love Again,"$12,696,584","$6,230,837",49.1%,"$6,465,747",50.9%
163,Beau Is Afraid,"$12,337,378","$8,176,562",66.3%,"$4,160,816",33.7%
164,The Shift,"$12,238,643","$12,118,219",99%,"$120,424",1%
165,Salaar,"$11,958,548","$8,929,282",74.7%,"$3,029,266",25.3%
166,After Death,"$11,830,860","$11,478,326",97%,"$352,534",3%
167,Tiger 3,"$11,713,932","$5,365,263",45.8%,"$6,348,669",54.2%
168,Face Off 6: The Ticket of Destiny,"$11,538,081",-,-,"$11,538,081",100%
169,Jungle Bunch: Operation Meltdown,"$11,504,187","$831,200",7.2%,"$10,672,987",92.8%
170,Silent Night,"$11,067,228","$8,012,103",72.4%,"$3,055,125",27.6%
171,What's Love Got to Do with It?,"$11,065,050",-,-,"$11,065,050",100%
172,Sleep,"$11,022,466",-,-,"$11,022,466",100%
173,Samurai Beyond Admiration Record to the World's Best,"$10,876,188",-,-,"$10,876,188",100%
174,Honey Sweet,"$10,766,032",-,-,"$10,766,032",100%
175,The Machine,"$10,664,328","$10,458,331",98.1%,"$205,997",1.9%
176,After Everything,"$10,644,463",-,-,"$10,644,463",100%
177,The Nightmare Before Christmas 30th Anniversary Re-Release,"$10,431,631","$10,251,956",98.3%,"$179,675",1.7%
178,The Crime Is Mine,"$10,421,137","$111,877",1.1%,"$10,309,260",98.9%
179,The Great Escaper,"$10,238,348",-,-,"$10,238,348",100%
180,Freelance,"$10,212,160","$5,314,136",52%,"$4,898,024",48%
181,Les Segpa au ski,"$10,203,901",-,-,"$10,203,901",100%
182,Sun and Concrete,"$10,119,958",-,-,"$10,119,958",100%
183,The Peasants,"$10,049,626","$155,188",1.5%,"$9,894,438",98.5%
184,The Taste of Things,"$9,923,285","$2,654,510",26.8%,"$7,268,775",73.2%
185,The Braid,"$9,564,337",-,-,"$9,564,337",100%
186,Talk to Her Undated France Release,"$9,550,733",-,-,"$9,549,770",100%
187,Kandahar,"$9,387,311","$4,813,132",51.3%,"$4,574,179",48.7%
188,Rafadan Tayfa 4: Hayrimatör,"$9,294,578",-,-,"$9,294,578",100%
189,House Party,"$9,285,747","$9,002,247",96.9%,"$283,500",3.1%
190,The Animal Kingdom,"$9,138,503","$11,767",0.1%,"$9,126,736",99.9%
191,All Your Faces,"$9,065,011",-,-,"$9,065,011",100%
192,Cats in the Museum,"$8,976,819",-,-,"$8,976,819",100%
193,The Wandering Earth II,"$8,854,786","$5,023,132",56.7%,"$3,831,654",43.3%
194,Father & Soldier,"$8,598,322",-,-,"$8,598,322",100%
195,PreCure All Stars F,"$8,519,569",-,-,"$8,519,569",100%
196,Cobweb,"$8,450,857",-,-,"$8,450,857",100%
197,Dream,"$8,317,251",-,-,"$8,317,251",100%
198,Vacaciones de verano,"$8,209,854",-,-,"$8,209,854",100%
199,On the Wandering Paths,"$8,187,125",-,-,"$8,187,125",100%
200,Weekend Rebels,"$8,184,539",-,-,"$8,184,539",100%
