rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Avatar,2743577587,749766139.0,27.3,1993811448.0,72.7
2,Harry Potter and the Half-Blood Prince,933959197,301959197.0,32.3,632000000.0,67.7
3,Ice Age: Dawn of the Dinosaurs,886686817,196573705.0,22.2,690113112.0,77.8
4,Transformers: Revenge of the Fallen,836303693,402111870.0,48.1,434191823.0,51.9
5,2012,769679473,166112167.0,21.6,603567306.0,78.4
6,Up,735099082,293004164.0,39.9,442094918.0,60.1
7,The Twilight Saga: New Moon,709827462,296623634.0,41.8,413203828.0,58.2
8,Sherlock Holmes,524028679,209028679.0,39.9,315000000.0,60.1
9,Angels & Demons,485930816,133375846.0,27.4,352554970.0,72.6
10,The Hangover,468812793,277322503.0,59.2,191490290.0,40.8
11,Alvin and the Chipmunks: The Squeakquel,443140005,219614612.0,49.6,223525393.0,50.4
12,Night at the Museum: Battle of the Smithsonian,413106170,177243721.0,42.9,235862449.0,57.1
13,Star Trek,385680446,257730019.0,66.8,127950427.0,33.2
14,Monsters vs. Aliens,381509870,198351526.0,52.0,183158344.0,48.0
15,X-Men Origins: Wolverine,373062864,179883157.0,48.2,193179707.0,51.8
16,Terminator Salvation,371353001,125322469.0,33.7,246030532.0,66.3
17,Fast & Furious,360364265,155064265.0,43.0,205300000.0,57.0
18,Prince of Persia: The Sands of Time,336365676,90759676.0,27.0,245606000.0,73.0
19,A Christmas Carol,325286646,137855863.0,42.4,187430783.0,57.6
20,Inglourious Basterds,321455689,120540719.0,37.5,200914970.0,62.5
21,The Proposal,317375031,163958031.0,51.7,153417000.0,48.3
22,The Blind Side,309208309,255959475.0,82.8,53248834.0,17.2
23,G.I. Joe: The Rise of Cobra,302469017,150201498.0,49.7,152267519.0,50.3
24,G-Force,292817841,119436770.0,40.8,173381071.0,59.2
25,This Is It,267983588,72091016.0,26.9,195892572.0,73.1
26,The Princess and the Frog,267045765,104400899.0,39.1,162644866.0,60.9
27,Cloudy with a Chance of Meatballs,243006126,124870275.0,51.4,118135851.0,48.6
28,It's Complicated,219103655,112735375.0,51.5,106368280.0,48.5
