rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Home Alone,289012363,285761243,98.9,3164185.0,1.1
2,Ghost,217631670,217631306,100.0,,
3,Dances with Wolves,184208848,184208848,100.0,,
4,Pretty Woman,178464485,178406268,100.0,,
5,Teenage Mutant Ninja Turtles,135267509,135265915,100.0,,
6,The Hunt for Red October,122012643,122012643,100.0,,
7,Total Recall,119396352,119394840,100.0,,
8,Die Hard 2,117542606,117540947,100.0,67.0,0.1
9,Dick Tracy,103738726,103738726,100.0,,
10,Kindergarten Cop,91457688,91457688,100.0,,
11,Back to the Future Part III,87727583,87727583,100.0,,
12,Days of Thunder,87163545,82670733,94.8,4492812.0,5.2
13,Presumed Innocent,86303188,86303188,100.0,,
14,Another 48 Hrs.,80818974,80818974,100.0,,
15,Three Men and a Little Lady,71609321,71609321,100.0,,
16,Bird on a Wire,70978012,70978012,100.0,,
17,The Godfather Part III,66666062,66666062,100.0,,
18,Flatliners,61489265,61489265,100.0,,
19,Misery,61276872,61276872,100.0,,
20,Edward Scissorhands,56362573,56362352,100.0,,
21,Problem Child,53470891,53470891,100.0,,
22,Arachnophobia,53208180,53208180,100.0,,
23,Awakenings,52096475,52096475,100.0,,
24,Look Who's Talking Too,47789074,47789074,100.0,,
25,Hard to Kill,47410827,47410827,100.0,,
26,Goodfellas,46837012,46836214,100.0,,
27,Marked for Death,46044396,46044396,100.0,,
28,RoboCop 2,45681173,45681173,100.0,,
29,The Jungle Book 1990 Re-release,44645619,44645619,100.0,,
30,Young Guns II,44143410,44143410,100.0,,
31,Gremlins 2: The New Batch,41482207,41482207,100.0,,
32,Rocky V,40946358,40946358,100.0,,
33,Joe Versus the Volcano,39404261,39404261,100.0,,
34,Postcards from the Edge,39071603,39071603,100.0,,
35,Mermaids,35419397,35419397,100.0,,
36,Darkman,33878502,33878502,100.0,,
37,Air America,31053601,31053601,100.0,,
38,Predator 2,30669413,30669413,100.0,,
39,Green Card,29888235,29888235,100.0,,
40,Pacific Heights,29381956,29381956,100.0,,
41,Child's Play 2,28501605,28501605,100.0,,
42,The Rescuers Down Under,27931461,27931461,100.0,,
43,Internal Affairs,27734391,27734391,100.0,,
44,Cadillac Man,27627310,27627310,100.0,,
45,Memphis Belle,27441977,27441977,100.0,,
46,House Party,26385627,26385627,100.0,,
47,Jacob's Ladder,26118851,26118851,100.0,,
48,The Exorcist III,26098824,26098824,100.0,,
49,Fantasia 1990 Re-release,25363371,25363371,100.0,,
50,Navy Seals,25069101,25069101,100.0,,
51,Ernest Goes to Jail,25029569,25029569,100.0,,
52,Ghost Dad,24707633,24707633,100.0,,
53,My Blue Heaven,23591472,23591472,100.0,,
54,The Russia House,22997992,22997992,100.0,,
55,The First Power,22424195,22424195,100.0,,
56,The Rookie,21633874,21633874,100.0,,
57,The Freshman,21460601,21460601,100.0,,
58,The Adventures of Ford Fairlane,21413502,21413502,100.0,,
59,Quigley Down Under,21413105,21413105,100.0,,
60,Madhouse,21036771,21036771,100.0,,
61,Hamlet,20710451,20710451,100.0,,
62,Jetsons: The Movie,20305841,20305841,100.0,,
63,Stella,20240128,20240128,100.0,,
64,Taking Care of Business,20005435,20005435,100.0,,
65,Betsy's Wedding,19740070,19740070,100.0,,
66,DuckTales the Movie: Treasure of the Lost Lamp,18115724,18115724,100.0,,
67,Sibling Rivalry,17854933,17854933,100.0,,
68,White Palace,17487531,17487531,100.0,,
69,The Guardian,17037887,17037887,100.0,,
70,Death Warrant,16853487,16853487,100.0,,
71,Tremors,16667790,16667084,100.0,,
72,Tales from the Darkside: The Movie,16324573,16324573,100.0,,
73,Men at Work,16247964,16247964,100.0,,
74,I Love You to Death,16186793,16186793,100.0,,
75,Mo' Better Blues,16153593,16153593,100.0,,
76,Avalon,15740796,15740796,100.0,,
77,The Bonfire of the Vanities,15691192,15691192,100.0,,
78,Revenge,15645616,15645616,100.0,,
79,Reversal of Fortune,15445131,15445131,100.0,,
80,Mr. Destiny,15379253,15379253,100.0,,
81,Spaced Invaders,15369573,15369573,100.0,,
82,Quick Change,15260154,15260154,100.0,,
83,Fire Birds,14760451,14760451,100.0,,
84,Wild at Heart,14561143,14560247,100.0,,
85,Lord of the Flies,13985225,13985225,100.0,,
86,The Grifters,13446769,13446769,100.0,,
87,Crazy People,13236513,13236513,100.0,,
88,Bad Influence,12626043,12626043,100.0,,
89,Cinema Paradiso,11990401,11990401,100.0,,
90,Graveyard Shift,11582891,11582891,100.0,,
91,Henry & June,11567449,11567449,100.0,,
92,Pump Up the Volume,11541758,11541758,100.0,,
93,Opportunity Knocks,11359129,11359129,100.0,,
94,Q&A,11207891,11207891,100.0,,
95,Wild Orchid,11060485,11060485,100.0,,
96,Nuns on the Run,10959015,10959015,100.0,,
97,Narrow Margin,10873237,10873237,100.0,,
98,The Witches,10360553,10360553,100.0,,
99,The Adventures of Milo and Otis 1990 Re-release,10351534,10351534,100.0,,
100,The Two Jakes,10005969,10005969,100.0,,
101,Miami Blues,9888167,9888167,100.0,,
102,Nightbreed,9469695,8862354,93.6,607341.0,6.4
103,Havana,9243140,9243140,100.0,,
104,Ski Patrol,8533973,8533973,100.0,,
105,Cry-Baby,8266343,8266343,100.0,,
106,Blue Steel,8217997,8217997,100.0,,
107,Funny About Love,8141292,8141292,100.0,,
108,"The Cook, the Thief, His Wife & Her Lover",7726737,7724701,100.0,,
109,Mr. & Mrs. Bridge,7698010,7698010,100.0,,
110,Alice,7331647,7331647,100.0,,
111,Almost an Angel,6939946,6939946,100.0,,
112,Delta Force 2: The Colombian Connection,6698361,6698361,100.0,,
113,Flashback,6488114,6488114,100.0,,
114,The Gods Must Be Crazy II,6291444,6291444,100.0,,
115,Men Don't Leave,6070725,6070725,100.0,,
116,Night of the Living Dead,5835247,5835247,100.0,,
117,Cyrano de Bergerac,5820020,5820020,100.0,,
118,Stanley & Iris,5820015,5820015,100.0,,
119,Leatherface: Texas Chainsaw Massacre III,5765562,5765562,100.0,,
120,Hardware,5728953,5728953,100.0,,
121,Loose Cannons,5585154,5585154,100.0,,
122,Miller's Crossing,5080409,5080409,100.0,,
123,The Handmaid's Tale,4960385,4960385,100.0,,
124,The Long Walk Home,4873620,4873620,100.0,,
125,Longtime Companion,4609953,4609953,100.0,,
126,Graffiti Bridge,4562778,4562778,100.0,,
127,Dark Angel,4348368,4348368,100.0,,
128,Lisa,4347648,4347648,100.0,,
129,Lambada,4263112,4263112,100.0,,
130,China Cry: A True Story,4212828,4212828,100.0,,
131,Heart Condition,4134992,4134992,100.0,,
132,Tie Me Up! Tie Me Down!,4087361,4087361,100.0,,
133,Mountains of the Moon,4011793,4011793,100.0,,
134,Short Time,4010647,4010647,100.0,,
135,"Welcome Home, Roxy Carmichael",3989297,3989297,100.0,,
136,The Lemon Sisters,3473905,3473905,100.0,,
137,A Shock to the System,3417056,3417056,100.0,,
138,Metropolitan,2938208,2938208,100.0,,
139,Desperate Hours,2742912,2742912,100.0,,
140,Blind Fury,2692037,2692037,100.0,,
141,"After Dark, My Sweet",2678414,2678414,100.0,,
142,King of New York,2554476,2554476,100.0,,
143,Impulse,2544504,2544504,100.0,,
144,Class of 1999,2459895,2459895,100.0,,
145,Body Chemistry,2415312,2415312,100.0,,
146,Downtown,2346150,2346150,100.0,,
147,White Hunter Black Heart,2319124,2319124,100.0,,
148,The Nasty Girl,2281569,2281569,100.0,,
149,Texasville,2268181,2268181,100.0,,
150,Vincent & Theo,2231274,2231274,100.0,,
151,Def by Temptation,2218579,2218579,100.0,,
152,Eating,2100538,2100538,100.0,,
153,The Sheltering Sky,2075084,2075084,100.0,,
154,The Krays,2060847,2060847,100.0,,
155,Dreams,1963207,1963207,100.0,,
156,State of Grace,1911542,1911542,100.0,,
157,The Forbidden Dance,1823154,1823154,100.0,,
158,Tune in Tomorrow...,1794001,1794001,100.0,,
159,The Nutcracker Prince,1781694,1781694,100.0,,
160,Too Beautiful for You,1776440,1776440,100.0,,
161,Last Exit to Brooklyn,1730005,1730005,100.0,,
162,The Rain Killer,1696066,1696066,100.0,,
163,Brain Dead,1627955,1627955,100.0,,
164,Jesus of Montreal,1601612,1601612,100.0,,
165,May Fools,1576702,1576702,100.0,,
166,The Haunting of Morella,1547867,1547867,100.0,,
167,The Last of the Finest,1531489,1531489,100.0,,
168,Streets,1510053,1510053,100.0,,
169,A Cry in the Wild,1494969,1494969,100.0,,
170,The Field,1494399,1494399,100.0,,
171,Love at Large,1436308,1436308,100.0,,
172,Monsieur Hire,1417030,1417030,100.0,,
173,Courage Mountain,1393610,1393610,100.0,,
174,Repossessed,1382462,1382462,100.0,,
175,Daddy's Dyin'... Who's Got the Will?,1373728,1373728,100.0,,
176,Everybody Wins,1372350,1372350,100.0,,
177,The Fourth War,1305887,1305887,100.0,,
178,The Hot Spot,1293976,1293976,100.0,,
179,Bloodfist II,1292323,1292323,100.0,,
180,This Is Not Frank's Planet/Snowie and the Seven Dorps/Poumse...,1289551,1289551,100.0,,
181,Robot Jox,1272977,1272977,100.0,,
182,Slumber Party Massacre III,1242995,1242995,100.0,,
183,The Icicle Thief,1231622,1231622,100.0,,
184,Vital Signs,1224605,1224605,100.0,,
185,Without You I'm Nothing,1218730,1218730,100.0,,
186,The Boyfriend School,1171762,1171762,100.0,,
187,To Sleep with Anger,1161135,1161135,100.0,,
188,Where the Heart Is,1106475,1106475,100.0,,
189,Hidden Agenda,1030938,1030938,100.0,,
190,Corporate Affairs,1006575,1006575,100.0,,
191,Come See the Paradise,947306,947306,100.0,,
192,Sweetie,938065,938065,100.0,,
193,The Blood of Heroes,882290,882290,100.0,,
194,Angel Town,855810,855810,100.0,,
195,Waiting for the Light,808690,808690,100.0,,
196,C'est la vie,805472,805472,100.0,,
