rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Star Wars: Episode VIII - The Last Jedi,1332539889,620181382.0,46.5,712358507,53.5
2,Beauty and the Beast,1263521126,504014165.0,39.9,759506961,60.1
3,The Fate of the Furious,1236005118,226008385.0,18.3,1009996733,81.7
4,Despicable Me 3,1034799409,264624300.0,25.6,770175109,74.4
5,Jumanji: Welcome to the Jungle,962077546,404515480.0,42.0,557562066,58.0
6,Spider-Man: Homecoming,880166924,334201140.0,38.0,545965784,62.0
7,Wolf Warrior 2,870325439,2721100.0,0.3,867604339,99.7
8,Guardians of the Galaxy Vol. 2,863756051,389813101.0,45.1,473942950,54.9
9,Thor: Ragnarok,853977126,315058289.0,36.9,538918837,63.1
10,Wonder Woman,822963408,412563408.0,50.1,410400000,49.9
11,Coco,814641172,210460015.0,25.8,604181157,74.2
12,Pirates of the Caribbean: Dead Men Tell No Tales,794861794,172558876.0,21.7,622302918,78.3
13,It,702781748,327481748.0,46.6,375300000,53.4
14,Justice League,661324295,229024295.0,34.6,432300000,65.4
15,Logan,619021436,226277068.0,36.6,392744368,63.4
16,Transformers: The Last Knight,605425157,130168683.0,21.5,475256474,78.5
17,Kong: Skull Island,568652812,168052812.0,29.6,400600000,70.4
18,The Boss Baby,527965936,175003033.0,33.1,352962903,66.9
19,Dunkirk,526045546,188045546.0,35.7,338000000,64.3
20,War for the Planet of the Apes,490719763,146880162.0,29.9,343839601,70.1
21,The Greatest Showman,434993183,174340174.0,40.1,260653009,59.9
22,Kingsman: The Golden Circle,410902662,100234838.0,24.4,310667824,75.6
23,The Mummy,409231607,80227895.0,19.6,329003712,80.4
24,Cars 3,383930656,152901115.0,39.8,231029541,60.2
25,Fifty Shades Darker,381545846,114581250.0,30.0,266964596,70.0
26,Murder on the Orient Express,352789811,102826543.0,29.1,249963268,70.9
27,xXx: Return of Xander Cage,346118277,44898413.0,13.0,301219864,87.0
28,Never Say Die,334530869,,,334530869,100.0
29,The Lego Batman Movie,312150384,175750384.0,56.3,136400000,43.7
30,The Ex-File 3: Return of the Exes,307592427,838959.0,0.3,306753468,99.7
31,Annabelle: Creation,306592201,102092201.0,33.3,204500000,66.7
32,Wonder,305937718,132422809.0,43.3,173514909,56.7
33,Ferdinand,296069199,84410380.0,28.5,211658819,71.5
34,Split,278454358,138291365.0,49.7,140162993,50.3
35,Blade Runner 2049,259154159,92054159.0,35.5,167100000,64.5
36,Kung Fu Yoga,257743016,362657.0,0.1,257380359,99.9
37,Get Out,255407969,176040665.0,68.9,79367304,31.1
38,Baahubali 2: The Conclusion,254158390,20186659.0,7.9,233971731,92.1
39,Journey to the West: The Demons Strike Back,247585244,880346.0,0.4,246704898,99.6
40,Alien: Covenant,240891763,74262031.0,30.8,166629732,69.2
41,Paddington 2,227291591,40891591.0,18.0,186400000,82.0
42,Youth,227091290,1891956.0,0.8,225199334,99.2
43,Baby Driver,226945087,107825862.0,47.5,119119225,52.5
44,Valerian and the City of a Thousand Planets,225874228,41189488.0,18.2,184684740,81.8
45,Geostorm,221900160,33700160.0,15.2,188200000,84.8
46,The Emoji Movie,217776646,86089513.0,39.5,131687133,60.5
47,A Dog's Purpose,205035819,64508620.0,31.5,140527199,68.5
48,Smurfs: The Lost Village,197183546,45020282.0,22.8,152163264,77.2
49,The Shape of Water,195243464,63859435.0,32.7,131384029,67.3
50,Pitch Perfect 3,185400345,104897530.0,56.6,80502815,43.4
51,The Hitman's Bodyguard,183415183,75468583.0,41.1,107946600,58.9
52,Daddy's Home 2,180613180,104029443.0,57.6,76583737,42.4
53,The Post,179769457,81903458.0,45.6,97865999,54.4
54,Baywatch,177856751,58060186.0,32.6,119796565,67.4
55,John Wick: Chapter 2,171539887,92029184.0,53.6,79510703,46.4
56,Ghost in the Shell,169801921,40563557.0,23.9,129238364,76.1
57,"Three Billboards Outside Ebbing, Missouri",160060063,54513740.0,34.1,105546323,65.9
58,Duckweed,152894264,471575.0,0.3,152422689,99.7
59,Darkest Hour,150847207,56468410.0,37.4,94378797,62.6
60,King Arthur: Legend of the Sword,149175066,39175066.0,26.3,110000000,73.7
61,The Foreigner,145374099,34393507.0,23.7,110980592,76.3
62,Power Rangers,142337240,85364450.0,60.0,56972790,40.0
63,Girls Trip,140552359,115171585.0,81.9,25380774,18.1
64,American Made,134866593,51342000.0,38.1,83524593,61.9
65,A Bad Moms Christmas,130560428,72110659.0,55.2,58449769,44.8
66,Happy Death Day,125479266,55683845.0,44.4,69795421,55.6
67,Captain Underpants: The First Epic Movie,125427681,73921000.0,58.9,51506681,41.1
68,The Lego Ninjago Movie,123681555,59281555.0,47.9,64400000,52.1
69,Secret Superstar,122026260,,,122026260,100.0
70,The Commuter,119942387,36343858.0,30.3,83598529,69.7
71,Forever Young,119055731,,,119055731,100.0
