rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,The Lion King,771055561,312855561.0,40.6,458200000.0,59.4
2,Forrest Gump,329696009,329694499.0,100.0,,
3,True Lies,146282411,146282411.0,100.0,,
4,The Santa Clause,144833964,144833357.0,100.0,165.0,0.1
5,The Flintstones,130531208,130531208.0,100.0,,
6,Dumb and Dumber,127175668,127175374.0,100.0,294.0,0.1
7,Clear and Present Danger,122187717,122187717.0,100.0,,
8,Speed,121248681,121248145.0,100.0,,
9,The Mask,119954004,119938730.0,100.0,15274.0,0.1
10,Pulp Fiction,107987564,107928762.0,99.9,58802.0,0.1
11,Interview with the Vampire: The Vampire Chronicles,105295870,105264608.0,100.0,31262.0,0.1
12,Maverick,101631272,101631272.0,100.0,,
13,Street Fighter,99431786,33423521.0,33.6,66008265.0,66.4
14,The Client,92115211,92115211.0,100.0,,
15,Disclosure,83015089,83015089.0,100.0,,
16,Star Trek: Generations,75671125,75671125.0,100.0,,
17,Ace Ventura: Pet Detective,72217396,72217396.0,100.0,,
18,Stargate,71567262,71567262.0,100.0,,
19,Legends of the Fall,66638883,66638883.0,100.0,,
20,Wolf,65002597,65002597.0,100.0,,
21,The Specialist,57362582,57362582.0,100.0,,
22,Four Weddings and a Funeral,52700832,52700832.0,100.0,,
23,The Little Rascals,52125282,52125282.0,100.0,,
24,Naked Gun 33 1/3: The Final Insult,51132598,51132598.0,100.0,,
25,The Crow,50701425,50693129.0,100.0,8296.0,0.1
26,Natural Born Killers,50283942,50282766.0,100.0,,
27,Angels in the Outfield,50236831,50236831.0,100.0,,
28,Little Women,50085123,50083616.0,100.0,,
29,When a Man Loves a Woman,50021959,50021959.0,100.0,,
30,The River Wild,46816343,46816343.0,100.0,,
31,D2: The Mighty Ducks,45610410,45610410.0,100.0,,
32,Timecop,44853581,44853581.0,100.0,,
33,City Slickers II: The Legend of Curly's Gold,43622150,43622150.0,100.0,,
34,The Jungle Book,43229904,43229904.0,100.0,,
35,Beverly Hills Cop III,42614912,42614912.0,100.0,,
36,Nobody's Fool,39491975,39491975.0,100.0,,
37,The Paper,38824341,38824341.0,100.0,,
38,On Deadly Ground,38590458,38590458.0,100.0,,
39,Richie Rich,38087756,38087756.0,100.0,,
40,It Could Happen to You,37939757,37939757.0,100.0,,
41,Junior,36763355,36763355.0,100.0,,
42,Nell,33683817,33683817.0,100.0,,
43,The Shadow,32063435,32063435.0,100.0,,
44,I Love Trouble,30806194,30806194.0,100.0,,
45,Major League II,30626182,30626182.0,100.0,,
46,Blank Check,30577969,30577969.0,100.0,,
47,Blown Away,30156002,30156002.0,100.0,,
48,A Low Down Dirty Shame,29392418,29392418.0,100.0,,
49,In the Army Now,28881266,28881266.0,100.0,,
50,Drop Zone,28735315,28735315.0,100.0,,
51,The Shawshank Redemption,28703001,28341469.0,98.7,359074.0,1.3
52,Guarding Tess,27058304,27058304.0,100.0,,
53,I.Q.,26381221,26381221.0,100.0,,
54,My Father the Hero,25479558,25479558.0,100.0,,
55,Wyatt Earp,25052000,25052000.0,100.0,,
56,Quiz Show,24822619,24822619.0,100.0,,
57,Renaissance Man,24332324,24332324.0,100.0,,
58,Blue Chips,23070663,23070663.0,100.0,,
59,Frankenstein,22006296,22006296.0,100.0,,
60,Intersection,21355893,21355893.0,100.0,,
61,The Air Up There,21011318,21011318.0,100.0,,
62,Iron Will,21006361,21006361.0,100.0,,
63,Reality Bites,20982763,20982557.0,100.0,,
64,Jason's Lyric,20851521,20851521.0,100.0,,
65,Speechless,20667959,20667959.0,100.0,,
66,The Cowboy Way,20280016,20280016.0,100.0,,
67,"Corrina, Corrina",20164171,20164171.0,100.0,,
68,Only You,20059210,20059210.0,100.0,,
69,With Honors,20016254,20016254.0,100.0,,
70,Léon: The Professional,19881965,19501238.0,98.1,380228.0,1.9
71,Color of Night,19726050,19726050.0,100.0,,
72,New Nightmare,19721741,18090181.0,91.7,1631560.0,8.3
73,8 Seconds,19623396,19623396.0,100.0,,
74,Little Giants,19306362,19306362.0,100.0,,
75,House Party 3,19281235,19281235.0,100.0,,
76,Getting Even with Dad,18869594,18869594.0,100.0,,
77,Love Affair,18272894,18272894.0,100.0,,
78,Sugar Hill,18225518,18225518.0,100.0,,
79,Milk Money,18137661,18137661.0,100.0,,
80,My Girl 2,17359799,17359799.0,100.0,,
81,Miracle on 34th Street,17320136,17320136.0,100.0,,
82,The War,16928556,16928556.0,100.0,,
83,Baby's Day Out,16827402,16827402.0,100.0,,
84,Lightning Jack,16821273,16821273.0,100.0,,
85,Andre,16820893,16820893.0,100.0,,
86,Blink,16696219,16696219.0,100.0,,
87,Terminal Velocity,16487349,16487349.0,100.0,,
88,Monkey Trouble,16453258,16453258.0,100.0,,
89,Above the Rim,16192320,16192320.0,100.0,,
90,The Getaway,16094974,16094974.0,100.0,,
91,The Next Karate Kid,15876353,8914777.0,56.2,6961576.0,43.8
92,No Escape,15339030,15339030.0,100.0,,
93,Bad Girls,15240435,15240435.0,100.0,,
94,The Madness of King George,15238689,15238689.0,100.0,,
95,Threesome,14815317,14815317.0,100.0,,
96,The Pagemaster,13670688,13670688.0,100.0,,
97,Crooklyn,13642861,13642861.0,100.0,,
98,Bullets Over Broadway,13383747,13383747.0,100.0,,
99,Greedy,13137484,13137484.0,100.0,,
100,Little Big League,12267790,12267790.0,100.0,,
101,3 Ninjas Kick Back,11798854,11798854.0,100.0,,
102,The Ref,11439193,11439193.0,100.0,,
103,Cops and Robbersons,11391093,11391093.0,100.0,,
104,Thumbelina,11373501,11373501.0,100.0,,
105,Ready to Wear,11300653,11300653.0,100.0,,
106,"The Adventures of Priscilla, Queen of the Desert",11236477,11220670.0,99.9,15807.0,0.1
107,Camp Nowhere,10475705,10475705.0,100.0,,
108,I'll Do Anything,10424645,10424645.0,100.0,,
109,Martin Lawrence: You So Crazy,10184701,10184701.0,100.0,,
110,Lassie,9994609,9979683.0,99.9,14926.0,0.1
111,Immortal Beloved,9914409,9914409.0,100.0,,
112,The Swan Princess,9771658,9771658.0,100.0,,
113,Angie,9398308,9398308.0,100.0,,
114,The Inkwell,8880705,8880705.0,100.0,,
115,White Fang 2: Myth of the White Wolf,8878839,8878839.0,100.0,,
116,The Puppet Masters,8647042,8647042.0,100.0,,
117,Fresh,8094616,8094616.0,100.0,,
118,The Nightmare Before Christmas 1994 Re-release,8016418,,,8016418.0,100.0
119,Blankman,7941977,7941977.0,100.0,,
120,The Chase,7924955,7924955.0,100.0,,
