rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Harry Potter and the Sorcerer's Stone,974755371,317575550.0,32.6,657179821.0,67.4
2,The Lord of the Rings: The Fellowship of the Ring,868385360,313364114.0,36.1,555021246.0,63.9
3,"Monsters, Inc.",528773250,255873250.0,48.4,272900000.0,51.6
4,Shrek,484596038,267851831.0,55.3,216744207.0,44.7
5,Ocean's Eleven,450717150,183417150.0,40.7,267300000.0,59.3
6,Pearl Harbor,449220945,198542554.0,44.2,250678391.0,55.8
7,The Mummy Returns,433013274,202019785.0,46.7,230993489.0,53.3
8,Jurassic Park III,368780809,181171875.0,49.1,187608934.0,50.9
9,Planet of the Apes,362211740,180011740.0,49.7,182200000.0,50.3
10,Hannibal,351692268,165092268.0,46.9,186600000.0,53.1
11,Rush Hour 2,347325802,226164286.0,65.1,121161516.0,34.9
12,A Beautiful Mind,313542341,170742341.0,54.5,142800000.0,45.5
13,American Pie 2,287553595,145103595.0,50.5,142450000.0,49.5
14,Bridget Jones's Diary,281929795,71543427.0,25.4,210386368.0,74.6
15,Spirited Away,274925095,10055859.0,3.7,264869236.0,96.3
16,Lara Croft: Tomb Raider,274703340,131168070.0,47.7,143535270.0,52.3
17,A.I. Artificial Intelligence,235926552,78616689.0,33.3,157309863.0,66.7
18,The Others,209947037,96522687.0,46.0,113424350.0,54.0
19,The Fast and the Furious,207283925,144533925.0,69.7,62750000.0,30.3
20,Vanilla Sky,203388341,100618344.0,49.5,102769997.0,50.5
21,Cats & Dogs,200687492,93385515.0,46.5,107301977.0,53.5
22,Atlantis: The Lost Empire,186053725,84056472.0,45.2,101997253.0,54.8
23,Moulin Rouge!,179213434,57386607.0,32.0,121826827.0,68.0
24,Dr. Dolittle 2,176104344,112952899.0,64.1,63151445.0,35.9
25,Amélie,173921954,33225499.0,19.1,140696455.0,80.9
26,Black Hawk Down,172989651,108638745.0,62.8,64350906.0,37.2
27,The Princess Diaries,165335153,108248956.0,65.5,57086197.0,34.5
28,Spy Kids,147934180,112719001.0,76.2,35215179.0,23.8
29,The Mexican,147845033,66845033.0,45.2,81000000.0,54.8
