rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Pirates of the Caribbean: Dead Man's Chest,1066179725,423315812.0,39.7,642863913.0,60.3
2,The Da Vinci Code,760006945,217536138.0,28.6,542470807.0,71.4
3,Ice Age: The Meltdown,660998756,195330621.0,29.6,465668135.0,70.4
4,Casino Royale,606000064,167445960.0,27.6,438553632.0,72.4
5,Night at the Museum,574480841,250863268.0,43.7,323617573.0,56.3
6,Cars,461983149,244082982.0,52.8,217900167.0,47.2
7,X-Men: The Last Stand,460435291,234362462.0,50.9,226072829.0,49.1
8,Mission: Impossible III,398479497,134029801.0,33.6,264449696.0,66.4
9,Superman Returns,391081192,200081192.0,51.2,191000000.0,48.8
10,Happy Feet,384335608,198000317.0,51.5,186335291.0,48.5
11,Over the Hedge,339795890,155019340.0,45.6,184776550.0,54.4
12,The Devil Wears Prada,326711975,124740460.0,38.2,201965442.0,61.8
13,The Pursuit of Happyness,307127625,163566459.0,53.3,143561166.0,46.7
14,The Departed,291465034,132384315.0,45.4,159080719.0,54.6
15,Borat,262552893,128505958.0,48.9,134046935.0,51.1
16,Eragon,250425512,75030163.0,30.0,175395349.0,70.0
17,Click,240685326,137355633.0,57.1,103329693.0,42.9
18,The Holiday,205844805,63224849.0,30.7,142617036.0,69.3
19,The Break-Up,205668210,118703275.0,57.7,86964935.0,42.3
20,Open Season,200811689,85105259.0,42.4,115706430.0,57.6
21,Inside Man,186003591,88513495.0,47.6,97490096.0,52.4
22,Poseidon,181674817,60674817.0,33.4,121000000.0,66.6
23,Deja Vu,180557550,64038616.0,35.5,116518934.0,64.5
24,Flushed Away,178281554,64665672.0,36.3,113615882.0,63.7
25,Scary Movie 4,178262620,90710620.0,50.9,87552000.0,49.1
26,Blood Diamond,171720398,57377916.0,33.4,114342482.0,66.6
27,Saw III,164874275,80238724.0,48.7,84635551.0,51.3
28,The Pink Panther,164115897,82226474.0,50.1,81889423.0,49.9
29,Miami Vice,163794509,63450470.0,38.7,100344039.0,61.3
30,Talladega Nights: The Ballad of Ricky Bobby,163362095,148213377.0,90.7,15148718.0,9.3
31,World Trade Center,163247198,70278893.0,43.1,92968305.0,56.9
32,The Fast and the Furious: Tokyo Drift,158964610,62514415.0,39.3,96450195.0,60.7
33,Rocky Balboa,155929020,70270943.0,45.1,85658077.0,54.9
34,Dreamgirls,155430335,103365956.0,66.5,52064379.0,33.5
35,Charlotte's Web,148964090,82985708.0,55.7,65978114.0,44.3
36,Garfield: A Tail of Two Kitties,143325970,28426747.0,19.8,114899223.0,80.2
37,Monster House,141861243,73661010.0,51.9,68200233.0,48.1
38,Big Momma's House 2,141522961,70165972.0,49.6,71356989.0,50.4
39,Babel,135330182,34302837.0,25.3,101027345.0,74.7
40,Perfume: The Story of a Murderer,135039924,2223293.0,1.6,132816631.0,98.4
41,V for Vendetta,132511035,70511035.0,53.2,62000000.0,46.8
42,"You, Me and Dupree",130628903,75628110.0,57.9,55000793.0,42.1
43,Failure to Launch,130224158,88715192.0,68.1,41508966.0,31.9
44,The Queen,123384128,56441711.0,45.7,66942417.0,54.3
45,Apocalypto,120654337,50866635.0,42.2,69787702.0,57.8
46,Eight Below,120455994,81612565.0,67.8,38843429.0,32.2
47,The Omen,119974972,54607383.0,45.5,65367589.0,54.5
48,Final Destination 3,118890272,54098051.0,45.5,64792221.0,54.5
49,Barnyard,116755080,72637803.0,62.2,44117277.0,37.8
50,The Lake House,114830111,52330111.0,45.6,62500000.0,54.4
51,Step Up,114194847,65328121.0,57.2,48866726.0,42.8
52,Underworld: Evolution,111476513,62318875.0,55.9,49157638.0,44.1
53,The Santa Clause 3: The Escape Clause,110768122,84500122.0,76.3,26268000.0,23.7
54,The Prestige,109676311,53089891.0,48.4,56586420.0,51.6
55,Arthur and the Invisibles,107944236,15132763.0,14.0,92811473.0,86.0
56,Little Man,104003322,58645052.0,56.4,45358270.0,43.6
