rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Avengers: Endgame,2799439100,858373000.0,30.7,1941066100.0,69.3
2,The Lion King,1656943394,543638043.0,32.8,1113305351.0,67.2
3,Frozen II,1450026933,477373578.0,32.9,972653355.0,67.1
4,Spider-Man: Far from Home,1131927996,390532085.0,34.5,741395911.0,65.5
5,Captain Marvel,1128274794,426829839.0,37.8,701444955.0,62.2
6,Joker,1078751311,335451311.0,31.1,743300000.0,68.9
7,Star Wars: Episode IX - The Rise of Skywalker,1074144248,515202542.0,48.0,558941706.0,52.0
8,Toy Story 4,1073394593,434038008.0,40.4,639356585.0,59.6
9,Aladdin,1050693953,355559216.0,33.8,695134737.0,66.2
10,Jumanji: The Next Level,801693929,320314960.0,40.0,481378969.0,60.0
11,Fast & Furious Presents: Hobbs & Shaw,760732926,173956935.0,22.9,586775991.0,77.1
12,Ne Zha,726063471,3695533.0,0.5,722367938.0,99.5
13,The Wandering Earth,699856699,5971413.0,0.9,693885286.0,99.1
14,How to Train Your Dragon: The Hidden World,521799505,160799505.0,30.8,361000000.0,69.2
15,Maleficent: Mistress of Evil,491730089,113929605.0,23.2,377800484.0,76.8
16,It Chapter Two,473093228,211593228.0,44.7,261500000.0,55.3
17,"My People, My Country",450064993,2356683.0,0.5,447708310.0,99.5
18,Pokémon: Detective Pikachu,433305346,144105346.0,33.3,289200000.0,66.7
19,The Secret Life of Pets 2,431164459,158980250.0,36.9,272184209.0,63.1
20,The Captain,417282021,706572.0,0.2,416575449.0,99.8
21,Alita: Battle Angel,404980543,85838210.0,21.2,319142333.0,78.8
22,Godzilla: King of the Monsters,387300138,110500138.0,28.5,276800000.0,71.5
23,1917,384580017,159227644.0,41.4,225352373.0,58.6
24,Once Upon a Time... in Hollywood,377426903,142502728.0,37.8,234924175.0,62.2
25,Shazam!,365971656,140371656.0,38.4,225600000.0,61.6
26,Dumbo,353284621,114766307.0,32.5,238518314.0,67.5
27,John Wick: Chapter 3 - Parabellum,327777335,171015687.0,52.2,156761648.0,47.8
28,Crazy Alien,327598891,,,327598891.0,100.0
29,Knives Out,312897920,165363234.0,52.8,147534686.0,47.2
30,Terminator: Dark Fate,261119292,62253077.0,23.8,198866215.0,76.2
31,Parasite,258129037,53369749.0,20.7,204759288.0,79.3
32,Us,256022707,175084580.0,68.4,80938127.0,31.6
33,Pegasus,255863112,,,255863112.0,100.0
34,Men in Black: International,253890701,80001807.0,31.5,173888894.0,68.5
35,X-Men: Dark Phoenix,252442974,65845974.0,26.1,186597000.0,73.9
36,Glass,246999039,111048468.0,45.0,135950571.0,55.0
37,The Bravest,245179562,290217.0,0.1,244889345.0,99.9
38,Annabelle Comes Home,231252591,74152591.0,32.1,157100000.0,67.9
39,Better Days,225833113,1921657.0,0.9,223911456.0,99.1
40,Ford v Ferrari,225508210,117624357.0,52.2,107883853.0,47.8
41,Little Women,218843645,108101214.0,49.4,110742431.0,50.6
42,The Addams Family,203044905,100044905.0,49.3,103000000.0,50.7
43,Rocketman,195320400,96368160.0,49.3,98952240.0,50.7
44,Downton Abbey,194694725,96853865.0,49.7,97840860.0,50.3
45,Weathering with You,192894700,8056636.0,4.2,184838064.0,95.8
46,The Lego Movie 2: The Second Part,192306508,105806508.0,55.0,86500000.0,45.0
47,Sheep Without a Shepherd,191602146,,,191602146.0,100.0
48,The White Storm 2: Drug Lords,189396380,609461.0,0.3,188786919.0,99.7
49,Abominable,188623517,60716390.0,32.2,127907127.0,67.8
50,Ip Man 4: The Finale,176345966,3956031.0,2.2,172389935.0,97.8
51,Gemini Man,173469516,48546770.0,28.0,124922746.0,72.0
52,Spies in Disguise,171616764,66757013.0,38.9,104859751.0,61.1
53,Hustlers,157563598,104963598.0,66.6,52600000.0,33.4
54,The Climbers,156892866,487157.0,0.3,156405709.0,99.7
55,Escape Room,155712077,57005601.0,36.6,98706476.0,63.4
56,Yesterday,154608856,73286650.0,47.4,81322206.0,52.6
57,The Angry Birds Movie 2,147792047,41667116.0,28.2,106124931.0,71.8
58,Angel Has Fallen,146661977,69030436.0,47.1,77631541.0,52.9
59,Ad Astra,127461872,50188370.0,39.4,77273502.0,60.6
60,Midway,127390389,56846802.0,44.6,70543587.0,55.4
61,The Upside,125852517,108252517.0,86.0,17600000.0,14.0
62,Last Christmas,123446172,35150750.0,28.5,88295422.0,71.5
63,The Curse of La Llorona,123233739,54733739.0,44.4,68500000.0,55.6
64,Looking Up,122994583,84267.0,0.1,122910316.0,99.9
65,Zombieland: Double Tap,122810399,73123082.0,59.5,49687317.0,40.5
66,Dora and the Lost City of Gold,120597108,60477943.0,50.1,60119165.0,49.9
67,Extreme Job,119932733,1565885.0,1.3,118366848.0,98.7
68,Wonder Park,119559110,45216793.0,37.8,74342317.0,62.2
69,P Storm,117991727,326711.0,0.3,117665016.0,99.7
70,Detective Conan: The Fist of Blue Sapphire,115448200,,,115448200.0,100.0
71,The Gentlemen,115171795,36471795.0,31.7,78700000.0,68.3
72,Pet Sematary,113118226,54724696.0,48.4,58393530.0,51.6
73,Boonie Bears: Blast Into the Past,112367881,,,112367881.0,100.0
74,Good Boys,111173598,83140306.0,74.8,28033292.0,25.2
75,Scary Stories to Tell in the Dark,104545505,68947075.0,65.9,35598430.0,34.1
76,Line Walker 2: Invisible Spy,99482027,296751.0,0.3,99185276.0,99.7
77,The Hustle,97409779,35417038.0,36.4,61992741.0,63.6
78,The New King of Comedy,95618308,,,95618308.0,100.0
79,Adoring,94975692,,,94975692.0,100.0
80,Five Feet Apart,92554209,45729221.0,49.4,46824988.0,50.6
81,Crawl,91542097,39014193.0,42.6,52527904.0,57.4
82,Rambo: Last Blood,91490353,44819352.0,49.0,46671001.0,51.0
83,Jojo Rabbit,90335025,33370906.0,36.9,56964119.0,63.1
84,Serial (Bad) Weddings 2,87761988,,,87761988.0,100.0
85,One Piece: Stampede,81562741,1298528.0,1.6,80264213.0,98.4
86,A Dog's Way Home,80708134,42004346.0,52.0,38703788.0,48.0
87,A Dog's Journey,78870908,22782371.0,28.9,56088537.0,71.1
88,Cold Pursuit,76419755,32138862.0,42.1,44280893.0,57.9
89,Cats,75558925,27166770.0,36.0,48392155.0,64.0
90,A Madea Family Funeral,74747725,73257045.0,98.0,1490680.0,2.0
91,Charlie's Angels,73279888,17803077.0,24.3,55476811.0,75.7
92,Doctor Sleep,72381712,31581712.0,43.6,40800000.0,56.4
93,What Men Want,72216294,54611903.0,75.6,17604391.0,24.4
94,Exit,69501772,470699.0,0.7,69031073.0,99.3
95,After,69497587,12138565.0,17.5,57359022.0,82.5
