rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Superman II,216385706,108185706.0,50.0,108200000.0,50.0
2,Raiders of the Lost Ark,212222025,212222025.0,100.0,,
3,On Golden Pond,119285432,119285432.0,100.0,,
4,Arthur,95461682,95461682.0,100.0,,
5,Stripes,85297000,85297000.0,100.0,,
6,The Cannonball Run,72179579,72179579.0,100.0,,
7,Chariots of Fire,58972904,58972904.0,100.0,,
8,For Your Eyes Only,54812948,54812802.0,100.0,,
9,The Four Seasons,50427646,50427646.0,100.0,,
10,Time Bandits,42365581,42365581.0,100.0,,
11,Clash of the Titans,41092328,41092328.0,100.0,,
12,Absence of Malice,40716963,40716963.0,100.0,,
13,Reds,40382788,40382659.0,100.0,129.0,0.1
14,The Fox and the Hound,39900000,39900000.0,100.0,,
15,Tarzan the Ape Man,36565280,36565280.0,100.0,,
16,Taps,35856053,35856053.0,100.0,,
17,Sharky's Machine,35610100,35610100.0,100.0,,
18,Excalibur,34967437,34967437.0,100.0,,
19,Endless Love,32492674,31184024.0,96.0,1308650.0,4.0
20,History of the World: Part I,31672907,31672907.0,100.0,,
21,Bustin' Loose,31261269,31261269.0,100.0,,
22,The Great Muppet Caper,31206251,31206251.0,100.0,,
23,An American Werewolf in London,30683872,30565292.0,99.6,115974.0,0.4
24,Neighbors,29916207,29916207.0,100.0,,
25,Fort Apache the Bronx,29200000,29200000.0,100.0,,
26,Cinderella 1981 Re-release,28040000,28040000.0,100.0,,
27,The French Lieutenant's Woman,26890068,26890068.0,100.0,,
28,Private Lessons,26279000,26279000.0,100.0,,
29,Modern Problems,26154211,26154211.0,100.0,,
30,Halloween II,25533818,25533818.0,100.0,,
31,Only When I Laugh,25524778,25524778.0,100.0,,
32,Escape from New York,25244626,25244626.0,100.0,,
33,Body Heat,24058838,24058838.0,100.0,,
34,Ghost Story,23371905,23371905.0,100.0,,
35,Friday the 13th Part 2,21722776,21722776.0,100.0,,
36,The Final Conflict,20471382,20471382.0,100.0,,
37,The Incredible Shrinking Woman,20259961,20259961.0,100.0,,
38,Mommie Dearest,19034059,19032261.0,100.0,,
39,Paternity,18838812,18838812.0,100.0,,
40,Under the Rainbow,18826490,18826490.0,100.0,,
41,The Howling,17985893,17985893.0,100.0,,
42,Eye of the Needle,17583634,17583634.0,100.0,,
43,Take This Job and Shove It,17569027,17569027.0,100.0,,
44,Outland,17374595,17374595.0,100.0,,
45,The Devil and Max Devlin,16000000,16000000.0,100.0,,
46,Caveman,15965924,15965924.0,100.0,,
47,Continental Divide,15578237,15578237.0,100.0,,
48,The Night the Lights Went Out in Georgia,14923752,14923752.0,100.0,,
49,Ragtime,14920781,14920781.0,100.0,,
50,Nighthawks,14905359,14905359.0,100.0,,
51,S.O.B.,14867086,14867086.0,100.0,,
52,Rich and Famous,14492125,14492125.0,100.0,,
53,Scanners,14225876,14225876.0,100.0,,
54,Dragonslayer,14110013,14110013.0,100.0,,
55,True Confessions,12850276,12850276.0,100.0,,
56,Atlantic City,12729675,12729675.0,100.0,,
57,The Legend of the Lone Ranger,12617845,12617845.0,100.0,,
58,First Monday in October,12480249,12480249.0,100.0,,
59,The Postman Always Rings Twice,12383416,12376625.0,99.9,6791.0,0.1
60,Blow Out,12000000,12000000.0,100.0,,
61,Back Roads,11809387,11809387.0,100.0,,
62,Thief,11492915,11492915.0,100.0,,
63,Victory,10853418,10853418.0,100.0,,
64,Rollover,10851261,10851261.0,100.0,,
65,Wolfen,10626725,10626725.0,100.0,,
66,Carbon Copy,9566593,9566593.0,100.0,,
67,Pennies from Heaven,9171289,9171289.0,100.0,,
68,Deadly Blessing,8279042,8279042.0,100.0,,
69,Whose Life Is It Anyway?,8206145,8206145.0,100.0,,
70,Prince of the City,8124257,8124257.0,100.0,,
71,The Funhouse,7886857,7886857.0,100.0,,
72,Buddy Buddy,7258543,7258543.0,100.0,,
73,La Cage aux Folles II,6950125,6950125.0,100.0,,
74,...All the Marbles,6468195,6468195.0,100.0,,
75,Eyewitness,6400000,6400000.0,100.0,,
76,Gallipoli,5734249,5732587.0,100.0,,
77,My Bloody Valentine,5672031,5672031.0,100.0,,
78,Going Ape!,5504218,5504218.0,100.0,,
79,The Dogs of War,5484132,5484132.0,100.0,,
80,Student Bodies,5165432,5165432.0,100.0,,
81,The Watcher in the Woods,5000000,5000000.0,100.0,,
82,All Night Long,4454295,4454295.0,100.0,,
83,The Pursuit of D.B. Cooper,3702028,3702028.0,100.0,,
84,Zoot Suit,3256082,3256082.0,100.0,,
85,The Fan,3082096,3082096.0,100.0,,
86,The Last Metro,3007436,3007436.0,100.0,,
87,Gas,2869425,2869425.0,100.0,,
88,Modern Romance,2863642,2863642.0,100.0,,
89,The Hand,2447576,2447576.0,100.0,,
90,Heartbeeps,2154696,2154696.0,100.0,,
91,This Is Elvis,2028612,2028612.0,100.0,,
92,Sphinx,2022771,2022771.0,100.0,,
93,Honky Tonk Freeway,2004742,2004742.0,100.0,,
94,Raggedy Man,1976198,1976198.0,100.0,,
95,King of the Mountain,1791147,1791147.0,100.0,,
96,Cutter's Way,1729274,1729274.0,100.0,,
97,Silence of the North,1622898,1622898.0,100.0,,
98,From Mao to Mozart: Isaac Stern in China,1205934,1205934.0,100.0,,
99,Night School,1169875,1169875.0,100.0,,
100,Eyes of a Stranger,1118634,1118634.0,100.0,,
101,Herbie Goes Bananas 1981 Re-release,1000000,1000000.0,100.0,,
102,Herbie Goes to Monte Carlo 1981 Re-release,1000000,1000000.0,100.0,,
103,Sunday Lovers,621931,621931.0,100.0,,
104,Beyond the Reef,549931,547525.0,99.6,2406.0,0.4
105,Cattle Annie and Little Britches,534816,534816.0,100.0,,
106,Hard Country,534653,534653.0,100.0,,
107,Man of Iron,492035,492035.0,100.0,,
108,Kelly,469777,469777.0,100.0,,
109,Freaky Friday 1981 Re-release,300000,300000.0,100.0,,
110,The Sea Wolves,220181,220181.0,100.0,,
