rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,Independence Day,306172558,306169268.0,100.0,,
2,Twister,241721524,241721524.0,100.0,,
3,Mission: Impossible,180981856,180981856.0,100.0,,
4,Jerry Maguire,153952627,153952592.0,100.0,,
5,Ransom,136492681,136492681.0,100.0,,
6,101 Dalmatians,136189294,136189294.0,100.0,,
7,The Rock,134069511,134069511.0,100.0,,
8,The Nutty Professor,128814019,128814019.0,100.0,,
9,The Birdcage,124060892,124060553.0,100.0,,
10,A Time to Kill,108766007,108766007.0,100.0,,
11,The First Wives Club,105489203,105489203.0,100.0,,
12,Phenomenon,104636382,104636382.0,100.0,,
13,Scream,103067302,103046663.0,100.0,20639.0,0.1
14,Eraser,101295562,101295562.0,100.0,,
15,The Hunchback of Notre Dame,100138851,100138851.0,100.0,,
16,Michael,95318203,95318203.0,100.0,,
17,Star Trek: First Contact,92027888,92027888.0,100.0,,
18,Space Jam,90418342,90418342.0,100.0,,
19,The English Patient,78676425,78676425.0,100.0,,
20,Broken Arrow,70770147,70770147.0,100.0,,
21,Evita,68265837,50047179.0,73.3,18218658.0,26.7
22,Beavis and Butt-Head Do America,63118386,63118386.0,100.0,,
23,Jingle All the Way,60592389,60592389.0,100.0,,
24,The Cable Guy,60240295,60240295.0,100.0,,
25,Courage Under Fire,59031057,59031057.0,100.0,,
26,Jack,58620973,58620973.0,100.0,,
27,Executive Decision,56569216,56569216.0,100.0,,
28,Primal Fear,56116183,56116183.0,100.0,,
29,Tin Cup,53854588,53854588.0,100.0,,
30,Sleepers,53315285,53315285.0,100.0,,
31,DragonHeart,51367375,51367375.0,100.0,,
32,Up Close & Personal,51088705,51088705.0,100.0,,
33,The Preacher's Wife,48102795,48102795.0,100.0,,
34,Romeo + Juliet,46352752,46351345.0,100.0,,
35,One Fine Day,46151454,46151454.0,100.0,,
36,The Mirror Has Two Faces,41083864,41083864.0,100.0,,
37,Happy Gilmore,38824099,38824099.0,100.0,,
38,The Ghost and the Darkness,38619405,38619405.0,100.0,,
39,Mars Attacks!,37771017,37771017.0,100.0,,
40,Set It Off,36461139,36461139.0,100.0,,
41,Shine,35999081,35892330.0,99.7,106751.0,0.3
42,The Truth About Cats & Dogs,34861807,34861807.0,100.0,,
43,A Thin Line Between Love and Hate,34767836,34767836.0,100.0,,
44,Muppet Treasure Island,34327391,34327391.0,100.0,,
45,Matilda,33460126,33459416.0,100.0,,
46,The Long Kiss Goodnight,33447612,33447612.0,100.0,,
47,Striptease,33109743,33109743.0,100.0,,
48,Daylight,33023469,33023469.0,100.0,,
49,Homeward Bound II: Lost in San Francisco,32772492,32772492.0,100.0,,
50,Black Sheep,32417995,32417995.0,100.0,,
51,Rumble in the Bronx,32392047,32392047.0,100.0,,
52,Eddie,31387164,31387164.0,100.0,,
53,Sgt. Bilko,30356793,30356793.0,100.0,,
54,James and the Giant Peach,28946127,28946127.0,100.0,,
55,The Island of Dr. Moreau,27663982,27663982.0,100.0,,
56,Spy Hard,26960191,26960191.0,100.0,,
57,Eye for an Eye,26877589,26877589.0,100.0,,
58,Harriet the Spy,26570048,26570048.0,100.0,,
59,First Kid,26491793,26491793.0,100.0,,
60,That Thing You Do!,25857416,25857416.0,100.0,,
61,From Dusk Till Dawn,25836684,25836616.0,100.0,68.0,0.1
62,Down Periscope,25785603,25785603.0,100.0,,
63,Escape from L.A.,25477365,25477365.0,100.0,,
64,Fly Away Home,25143818,25143818.0,100.0,,
65,Kingpin,25023434,25023434.0,100.0,,
66,The Craft,24823851,24819936.0,100.0,,
67,Fargo,24613816,24611975.0,100.0,,
68,Sling Blade,24444121,24444121.0,100.0,,
69,D3: The Mighty Ducks,22955097,22955097.0,100.0,,
70,The Juror,22754725,22754725.0,100.0,,
71,My Fellow Americans,22313201,22313201.0,100.0,,
72,Emma,22231658,22231658.0,100.0,,
73,The Quest,21686547,21686547.0,100.0,,
74,Bulletproof,21576954,21576954.0,100.0,,
75,A Very Brady Sequel,21440752,21440752.0,100.0,,
76,High School High,21302121,21302121.0,100.0,,
77,Chain Reaction,21226204,21226204.0,100.0,,
78,Multiplicity,21075014,21075014.0,100.0,,
79,Oliver & Company 1996 Re-release,20872291,20872291.0,100.0,,
80,Fear,20831000,20831000.0,100.0,,
81,The Glimmer Man,20351264,20351264.0,100.0,,
82,City Hall,20340204,20340204.0,100.0,,
83,The People vs. Larry Flynt,20300385,20300385.0,100.0,,
84,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,20109115,20109115.0,100.0,,
85,Flipper,20080020,20080020.0,100.0,,
86,Mother,19145198,19145198.0,100.0,,
87,Bed of Roses,19030691,19030691.0,100.0,,
88,Kazaam,18937262,18937262.0,100.0,,
89,The Fan,18626419,18626419.0,100.0,,
90,Last Man Standing,18115927,18115927.0,100.0,,
91,The Crow: City of Angels,17917287,17917287.0,100.0,,
92,Extreme Measures,17380126,17380126.0,100.0,,
93,The Phantom,17323326,17323326.0,100.0,,
94,Fled,17193231,17193231.0,100.0,,
95,Diabolique,17100266,17100266.0,100.0,,
96,The Frighteners,16759216,16759216.0,100.0,,
97,Trainspotting,16493130,16491080.0,100.0,1414.0,0.1
98,Supercop,16270600,16270600.0,100.0,,
99,Thinner,15315484,15315484.0,100.0,,
100,The Adventures of Pinocchio,15094530,15094530.0,100.0,,
101,The Substitute,14818176,14818176.0,100.0,,
102,Flirting with Disaster,14702438,14702438.0,100.0,,
103,The Chamber,14551359,14551359.0,100.0,,
104,Maximum Risk,14502483,14502483.0,100.0,,
105,In Love and War,14481231,14481231.0,100.0,,
106,The Arrival,14063331,14063331.0,100.0,,
107,Bio-Dome,13427615,13427615.0,100.0,,
108,Secrets & Lies,13417292,13417292.0,100.0,,
109,Ghosts of Mississippi,13323144,13323144.0,100.0,,
110,The Associate,12844057,12844057.0,100.0,,
111,Mr. Wrong,12825141,12825141.0,100.0,,
112,Marvin's Room,12803305,12803305.0,100.0,,
113,The Evening Star,12767815,12767815.0,100.0,,
114,The Spitfire Grill,12658486,12658486.0,100.0,,
115,Lone Star,12408986,12408986.0,100.0,,
116,Big Night,12009094,12008376.0,100.0,,
117,Alaska,11829959,11829959.0,100.0,,
118,Mulholland Falls,11526099,11526099.0,100.0,,
119,2 Days in the Valley,11132210,11132210.0,100.0,,
120,Michael Collins,11092559,11092559.0,100.0,,
121,Two If by Sea,10658278,10658278.0,100.0,,
122,Beautiful Girls,10597759,10597759.0,100.0,,
123,White Squall,10292300,10292300.0,100.0,,
124,Sunset Park,10163782,10163782.0,100.0,,
125,A Family Thing,10125417,10125417.0,100.0,,
126,Mrs. Winterbourne,10082005,10082005.0,100.0,,
127,Dunston Checks In,9871065,9871065.0,100.0,,
128,Everyone Says I Love You,9759200,9759200.0,100.0,,
129,She's the One,9538948,9538948.0,100.0,,
130,Hellraiser: Bloodline,9336886,9336886.0,100.0,,
131,Celtic Pride,9255027,9255027.0,100.0,,
132,Before and After,8797839,8797839.0,100.0,,
133,All Dogs Go to Heaven 2,8620678,8620678.0,100.0,,
134,The Rich Man's Wife,8543587,8543587.0,100.0,,
135,Larger Than Life,8315693,8315693.0,100.0,,
136,The Great White Hype,8008255,8008255.0,100.0,,
137,The Crucible,7343114,7343114.0,100.0,,
138,Dear God,7138523,7138523.0,100.0,,
139,House Arrest,7032782,7032782.0,100.0,,
140,Last Dance,5939449,5939449.0,100.0,,
141,Bordello of Blood,5781045,5781045.0,100.0,,
142,Get on the Bus,5754249,5754249.0,100.0,,
143,Screamers,5711695,5711695.0,100.0,,
144,Mary Reilly,5707094,5707094.0,100.0,,
145,Cold Comfort Farm,5682429,5682429.0,100.0,,
146,The Pallbearer,5656388,5656388.0,100.0,,
147,Jane Eyre,5200601,5200601.0,100.0,,
148,Solo,5107669,5107669.0,100.0,,
149,Heaven's Prisoners,5009305,5009305.0,100.0,,
150,Girl 6,4939939,4939939.0,100.0,,
151,Stealing Beauty,4762310,4722310.0,99.2,40000.0,0.8
152,Hamlet,4739189,4708156.0,99.3,31033.0,0.7
153,Joe's Apartment,4619014,4619014.0,100.0,,
154,Welcome to the Dollhouse,4569882,4569019.0,100.0,,
155,Swingers,4555020,4555020.0,100.0,,
156,Ed,4422380,4422380.0,100.0,,
157,Bogus,4357406,4357406.0,100.0,,
158,Antonia's Line,4249321,4228275.0,99.5,21046.0,0.5
159,To Gillian on Her 37th Birthday,4189233,4189233.0,100.0,,
160,Breaking the Waves,3803298,3803298.0,100.0,,
161,Bound,3802260,3802260.0,100.0,,
162,Barb Wire,3793614,3793614.0,100.0,,
163,Original Gangstas,3718087,3718087.0,100.0,,
164,The Portrait of a Lady,3692836,3692836.0,100.0,,
165,The Trigger Effect,3622979,3622979.0,100.0,,
166,Moll Flanders,3486957,3486957.0,100.0,,
167,Angels and Insects,3414301,3414301.0,100.0,,
168,Carpool,3325651,3325651.0,100.0,,
169,Feeling Minnesota,3124440,3124440.0,100.0,,
170,Basquiat,3011195,3011195.0,100.0,,
171,Unforgettable,2821671,2821671.0,100.0,,
172,When We Were Kings,2789985,2789985.0,100.0,,
173,Crash,2664812,2664812.0,100.0,,
