rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
1,E.T. the Extra-Terrestrial,359198112,359197037.0,100.0,,
2,Tootsie,177200000,177200000.0,100.0,,
3,An Officer and a Gentleman,129795554,129795554.0,100.0,,
4,Rocky III,124146897,124146897.0,100.0,,
5,Porky's,105492483,105492483.0,100.0,,
6,Star Trek II: The Wrath of Khan,78913882,78912963.0,100.0,,
7,48 Hrs.,78868508,78868508.0,100.0,,
8,Poltergeist,76606280,76606280.0,100.0,,
9,The Best Little Whorehouse in Texas,69701637,69701637.0,100.0,,
10,Annie,57059003,57059003.0,100.0,,
11,The Verdict,53977250,53977250.0,100.0,,
12,Gandhi,52767889,52767889.0,100.0,,
13,First Blood,47212904,47212904.0,100.0,,
14,The Toy,47118057,47118057.0,100.0,,
15,Firefox,46708276,46708276.0,100.0,,
16,The Dark Crystal,43569899,40577001.0,93.1,2992898.0,6.9
17,Conan the Barbarian,39565475,39565475.0,100.0,,
18,The Sword and the Sorcerer,39103425,39103425.0,100.0,,
19,Best Friends,36821203,36821203.0,100.0,,
20,Richard Pryor: Live on the Sunset Strip,36299720,36299720.0,100.0,,
21,Friday the 13th: Part 3,34583256,34581519.0,100.0,,
22,Tron,33001374,33000000.0,100.0,,
23,Young Doctors in Love,30688860,30688860.0,100.0,,
24,Sophie's Choice,30036166,30036000.0,100.0,166.0,0.1
25,The World According to Garp,29712172,29712172.0,100.0,,
26,Victor/Victoria,28215847,28215453.0,100.0,,
27,Blade Runner,27600958,27580111.0,99.9,,
28,Airplane II: The Sequel,27150534,27150534.0,100.0,,
29,Fast Times at Ridgemont High,27092880,27092880.0,100.0,,
30,Some Kind of Hero,23671186,23671186.0,100.0,,
31,Mad Max 2: The Road Warrior,23667907,23667907.0,100.0,,
32,Bambi 1982 Re-release,23000000,23000000.0,100.0,,
33,Pink Floyd: The Wall,22244537,22244207.0,100.0,,
34,Raiders of the Lost Ark 1982 Re-release,21437879,21437879.0,100.0,,
35,Things Are Tough All Over,21134374,21134374.0,100.0,,
36,Night Shift,21095638,21095638.0,100.0,,
37,Creepshow,21029383,21028755.0,100.0,,
38,Quest for Fire,20959585,20959585.0,100.0,,
39,The Man from Snowy River,20659423,20659423.0,100.0,,
40,The Thing,20589199,19857465.0,96.4,731734.0,3.6
41,Six Pack,20225989,20225989.0,100.0,,
42,My Favorite Year,20123620,20123620.0,100.0,,
43,Deathtrap,19282134,19282134.0,100.0,,
44,Dead Men Don't Wear Plaid,18196170,18196170.0,100.0,,
45,Peter Pan 1982 Re-release,17200000,17200000.0,100.0,,
46,Zapped!,16897768,16897768.0,100.0,,
47,They Call Me Bruce,16894678,16894678.0,100.0,,
48,Death Wish II,16100000,16100000.0,100.0,,
49,Kiss Me Goodbye,15782759,15782759.0,100.0,,
50,Star Wars: Episode IV - A New Hope 1982 Re-release,15476785,15476785.0,100.0,,
51,Grease 2,15171476,15171476.0,100.0,,
